year,state,district,rainfall_mm,temperature_C,humidity_pct,soil_N_kg_ha,soil_P_kg_ha,soil_K_kg_ha,soil_pH,crop,yield_kg_ha
2022,Haryana,Haryana_D77,,28.18,58.6,,33.5,65.6,6.01,Oilseeds,3265.2
2020,Madhya Pradesh,Madhya_D146,1299.9,26.21,62.1,74.4,66.3,13.4,6.11,Groundnut,3605.9
2020,Punjab,Punjab_D28,1056.1,20.34,85.2,89.3,39.9,7.9,7.69,Oilseeds,2777.1
2024,Kerala,Kerala_D86,1379.6,25.74,89.6,72.6,6.5,80.9,5.1,Groundnut,3654.2
2024,Odisha,Odisha_D73,1249.8,27.77,80.9,99.4,55.2,32.6,5.9,Millets,3683.7
2021,Bihar,Bihar_D117,647.0,22.34,98.1,112.1,6.9,34.0,5.49,Jute,
2024,Haryana,Haryana_D140,377.6,27.17,91.0,62.8,54.9,26.3,6.12,Sugarcane,75685.1
2021,Odisha,Odisha_D135,907.7,33.2,81.9,59.4,36.0,39.6,5.15,Groundnut,2906.4
2023,Telangana,Telangana_D127,427.5,27.91,81.4,54.5,34.9,16.4,7.86,Maize,
2020,Karnataka,Karnataka_D35,933.3,29.34,61.2,48.2,52.8,39.0,5.97,Cotton,2243.7
2023,Gujarat,Gujarat_D130,897.0,25.24,49.1,40.0,59.6,24.0,6.79,Groundnut,3232.3
2024,Bihar,Bihar_D120,1420.4,22.8,59.3,77.7,24.1,11.9,7.67,Oilseeds,3014.6
2023,Jharkhand,Jharkhand_D70,,24.75,82.6,65.7,0.0,34.2,6.76,Sugarcane,77523.3
2023,Karnataka,Karnataka_D50,,31.22,65.3,78.0,45.1,83.4,6.26,Millets,3391.5
2023,Punjab,Punjab_D29,704.2,26.61,79.2,98.5,10.1,11.6,6.41,Cotton,2437.2
2024,Uttar Pradesh,Uttar_D85,1511.9,26.19,42.6,93.3,14.3,4.8,5.82,Pulses,2814.1
2023,Kerala,Kerala_D42,1257.5,24.98,77.9,138.3,36.1,0.0,6.02,Sugarcane,77929.5
2021,Odisha,Odisha_D118,1071.0,21.91,57.2,81.9,21.3,27.3,7.79,Rice,2858.3
2024,Andhra Pradesh,Andhra_D66,177.4,32.47,59.1,69.2,16.1,73.7,6.72,Sugarcane,75363.4
2023,Haryana,Haryana_D48,1371.5,26.17,95.0,83.5,22.2,29.5,5.9,Oilseeds,3262.4
2024,Madhya Pradesh,Madhya_D4,1609.3,24.87,99.0,109.1,53.8,127.6,7.71,Wheat,4908.3
2022,Karnataka,Karnataka_D87,904.5,27.32,53.9,171.6,20.0,19.6,,Millets,3377.9
2021,Kerala,Kerala_D76,912.7,24.88,66.5,95.0,30.5,18.5,7.13,Jute,3437.5
2023,Madhya Pradesh,Madhya_D146,693.3,28.25,68.1,88.2,54.3,0.0,6.79,Wheat,4498.7
2022,Chhattisgarh,Chhattisgarh_D50,247.3,24.26,81.1,127.2,25.3,39.4,6.2,Sugarcane,73276.3
2022,West Bengal,West_D45,675.2,27.49,62.9,58.9,10.3,74.5,5.87,Millets,3381.4
2024,Chhattisgarh,Chhattisgarh_D104,1563.8,26.79,57.9,75.7,,30.4,6.76,Sugarcane,76150.3
2022,Chhattisgarh,Chhattisgarh_D110,1331.6,34.42,74.4,93.7,0.0,46.5,7.58,Sugarcane,80333.0
2021,Tamil Nadu,Tamil_D132,590.9,34.64,71.2,44.0,32.3,44.8,6.11,Wheat,3637.5
2021,Haryana,Haryana_D84,668.6,30.15,83.0,18.9,22.6,0.2,6.85,Pulses,2223.3
2020,Gujarat,Gujarat_D23,1754.0,26.65,59.8,107.8,7.7,67.3,5.65,Sugarcane,
2021,Tamil Nadu,Tamil_D103,491.9,30.21,66.9,35.9,76.0,0.0,6.7,Cotton,1901.8
2022,Telangana,Telangana_D25,613.8,30.08,81.7,123.8,9.5,72.7,6.72,Maize,4535.9
2021,Chhattisgarh,Chhattisgarh_D48,,25.12,69.1,63.4,50.6,37.7,6.13,Wheat,4908.2
2024,Odisha,Odisha_D36,356.8,20.4,44.8,72.6,43.0,39.0,5.83,Pulses,2462.5
2020,Jharkhand,Jharkhand_D123,685.0,19.39,94.4,,21.7,10.5,6.74,Rice,2675.6
2022,Gujarat,Gujarat_D83,691.1,26.52,68.7,98.9,,39.1,6.99,Wheat,4351.6
2020,West Bengal,West_D64,539.1,24.98,69.0,102.3,23.0,45.3,6.57,Groundnut,3379.4
2022,Uttar Pradesh,Uttar_D2,1431.2,24.82,99.0,103.6,21.5,8.8,6.75,Pulses,3081.7
2024,Jharkhand,Jharkhand_D67,433.3,,,115.8,23.6,14.3,7.6,Rice,3189.2
2020,Odisha,Odisha_D99,843.2,,84.2,0.7,45.3,9.1,7.07,Millets,3233.4
2023,Tamil Nadu,Tamil_D61,549.2,29.62,53.7,,35.8,92.3,5.51,Rice,3158.5
2022,Bihar,Bihar_D115,816.0,14.88,90.6,20.5,35.6,10.2,6.27,Wheat,3954.9
2023,Punjab,Punjab_D69,530.6,29.35,,61.9,0.0,,6.0,Rice,3429.4
2020,Chhattisgarh,Chhattisgarh_D85,930.4,25.9,72.0,40.4,37.6,60.2,6.08,Cotton,2505.6
2023,Telangana,Telangana_D78,1028.6,32.76,63.0,95.3,7.9,83.0,6.13,Jute,3003.0
2023,Uttar Pradesh,Uttar_D150,1460.9,28.07,59.5,79.1,8.4,45.8,7.33,Wheat,4426.4
2020,Kerala,Kerala_D147,664.6,20.07,73.5,99.7,28.8,54.1,5.31,Pulses,2553.3
2024,Madhya Pradesh,Madhya_D3,1547.1,19.51,79.2,102.7,63.0,6.5,5.84,Millets,3671.4
2023,Odisha,Odisha_D67,577.2,22.43,81.8,0.0,39.8,51.0,6.15,Cotton,2249.9
2023,Gujarat,Gujarat_D93,804.8,28.06,68.8,118.6,4.4,83.3,5.56,Millets,3176.0
2024,Assam,Assam_D61,1605.9,20.15,66.8,62.2,74.7,19.1,5.6,Jute,3725.2
2023,Madhya Pradesh,Madhya_D16,2061.2,27.44,82.8,121.6,9.9,53.0,5.87,Jute,4112.7
2023,Haryana,Haryana_D31,1574.4,29.81,83.2,12.0,51.7,74.5,6.67,Maize,4709.6
2023,Karnataka,Karnataka_D120,,24.89,72.1,106.0,58.3,34.4,6.05,Jute,3777.3
2021,Jharkhand,Jharkhand_D79,1106.0,23.45,57.0,83.6,33.6,59.8,6.88,Maize,4196.7
2024,Jharkhand,Jharkhand_D41,1173.1,18.4,44.6,149.1,4.5,31.0,6.04,Pulses,2724.8
2023,Chhattisgarh,Chhattisgarh_D104,1038.2,33.04,79.9,87.3,32.8,29.2,6.48,Rice,3528.0
2024,West Bengal,West_D129,496.9,34.31,,121.6,28.4,9.5,6.94,Cotton,1743.3
2022,Andhra Pradesh,Andhra_D80,993.8,31.88,67.0,4.9,0.0,85.8,6.68,Oilseeds,2385.0
2022,Assam,Assam_D31,697.7,,75.6,80.6,23.4,51.0,5.99,Jute,3718.1
2023,Punjab,Punjab_D76,512.6,26.79,89.8,44.7,4.1,18.3,6.32,Groundnut,3288.2
2024,Bihar,Bihar_D95,775.5,29.74,99.0,64.1,29.4,45.3,6.66,Sugarcane,70292.5
2024,Kerala,Kerala_D57,1026.1,27.59,64.1,75.9,44.2,45.6,6.5,Rice,3613.9
2024,Madhya Pradesh,Madhya_D57,1300.6,14.54,68.7,45.0,26.2,19.8,,Pulses,2338.5
2021,Haryana,Haryana_D35,798.4,30.67,76.8,107.7,53.7,54.8,5.96,Maize,4572.0
2022,Gujarat,Gujarat_D123,868.6,31.88,51.8,120.5,39.8,47.0,6.71,Wheat,
2024,Punjab,Punjab_D40,1221.6,31.29,37.8,36.3,11.7,39.1,6.68,Jute,2882.1
2024,Assam,Assam_D117,928.3,28.81,50.0,90.6,16.2,57.7,5.95,Maize,4364.9
2021,Madhya Pradesh,Madhya_D96,1052.6,30.83,65.9,0.0,55.2,76.5,6.68,Oilseeds,2556.1
2021,Andhra Pradesh,Andhra_D107,931.2,21.35,59.1,123.0,25.7,58.9,,Pulses,
2024,Karnataka,Karnataka_D141,981.1,26.63,57.8,83.4,85.0,43.9,6.35,Rice,3499.5
2020,Gujarat,Gujarat_D121,468.4,24.33,70.8,75.6,7.2,0.0,6.09,Cotton,2059.8
2024,Andhra Pradesh,Andhra_D138,948.9,32.81,69.8,153.8,52.8,43.0,4.95,Millets,2852.9
2024,Punjab,Punjab_D56,1471.1,27.74,58.7,94.0,0.0,,5.79,Sugarcane,84495.7
2021,Gujarat,Gujarat_D64,967.6,26.36,45.8,204.0,0.0,73.0,6.0,Pulses,2783.7
2021,West Bengal,West_D21,566.5,22.93,76.1,30.9,39.5,61.9,6.9,Maize,4185.0
2024,Madhya Pradesh,Madhya_D135,1490.6,22.76,85.8,35.6,0.0,30.0,5.35,Oilseeds,3329.1
2024,Karnataka,Karnataka_D115,1188.5,22.49,60.7,117.2,56.6,64.9,5.86,Millets,3506.1
2024,West Bengal,West_D136,1207.1,29.98,64.2,68.3,55.4,9.4,6.35,Cotton,2328.7
2021,Bihar,Bihar_D93,1196.2,29.39,82.2,131.2,15.4,7.6,6.48,Sugarcane,76862.3
2024,Madhya Pradesh,Madhya_D20,449.5,28.0,85.7,34.9,20.0,48.0,5.31,Rice,
2024,Haryana,Haryana_D145,1159.1,30.16,63.1,134.0,0.0,20.0,8.11,Rice,2826.6
2023,West Bengal,West_D29,1453.9,23.78,68.4,,0.0,34.6,7.55,Rice,3182.4
2020,Jharkhand,Jharkhand_D16,707.9,19.63,92.1,81.3,6.7,87.0,6.15,Sugarcane,79964.9
2022,Punjab,Punjab_D141,150.0,29.73,83.2,23.9,5.4,,6.4,Oilseeds,2504.7
2020,Punjab,Punjab_D130,1046.2,26.77,52.9,132.5,33.6,27.5,6.44,Sugarcane,81246.6
2023,Karnataka,Karnataka_D52,,30.33,44.3,,61.1,20.2,5.1,Jute,3152.2
2022,Punjab,Punjab_D147,281.0,28.7,65.8,106.5,22.2,0.0,6.43,Oilseeds,2620.8
2024,Odisha,Odisha_D138,1142.2,26.71,55.5,17.7,29.0,122.3,6.53,Cotton,2398.6
2023,Kerala,Kerala_D39,1112.1,27.82,77.0,70.3,35.1,0.0,6.54,Rice,3454.8
2024,Madhya Pradesh,Madhya_D43,313.5,32.64,80.7,,7.4,42.0,6.79,Sugarcane,74289.3
2021,Madhya Pradesh,Madhya_D84,1655.7,25.84,,20.9,32.5,11.6,5.56,Jute,
2023,Uttar Pradesh,Uttar_D134,,29.95,57.9,,16.7,64.9,5.27,Wheat,4238.2
2021,Madhya Pradesh,Madhya_D114,150.0,28.24,50.9,121.9,63.5,33.0,6.5,Rice,3191.6
2023,Karnataka,Karnataka_D30,1227.5,20.3,79.9,14.8,20.7,40.3,7.02,Millets,3204.5
2023,Tamil Nadu,Tamil_D53,1215.9,21.74,82.4,78.6,36.7,30.6,5.65,Sugarcane,78309.6
2021,Uttar Pradesh,Uttar_D150,1466.0,26.84,86.6,119.4,26.1,30.9,6.4,Maize,4872.8
2022,Kerala,Kerala_D126,650.4,25.01,65.6,157.8,,50.9,6.61,Millets,3450.2
2020,Bihar,Bihar_D24,1233.3,23.2,68.6,117.0,38.6,29.3,6.33,Sugarcane,80192.3
2024,Chhattisgarh,Chhattisgarh_D131,805.3,31.28,82.2,34.8,21.1,51.1,6.61,Millets,2956.7
2023,Telangana,Telangana_D115,677.4,21.02,70.2,38.6,,,5.71,Wheat,4394.0
2024,Odisha,Odisha_D15,554.0,26.21,61.4,92.4,23.3,8.3,5.62,Groundnut,3171.1
2021,Uttar Pradesh,Uttar_D117,150.0,23.5,57.4,112.0,73.1,87.2,6.3,Cotton,2367.2
2024,Odisha,Odisha_D34,1116.2,32.93,80.8,,27.2,35.0,8.37,Pulses,2020.9
2021,Gujarat,Gujarat_D132,790.8,37.07,65.6,59.2,44.3,38.3,6.44,Cotton,1638.0
2024,Telangana,Telangana_D107,150.0,25.76,61.8,116.2,15.8,0.0,7.16,Millets,2873.1
2020,Punjab,Punjab_D117,930.1,30.39,76.8,127.7,23.8,38.0,5.67,Rice,3862.4
2020,Punjab,Punjab_D145,1363.1,32.08,,66.0,51.4,11.0,5.8,Groundnut,3188.7
2020,Madhya Pradesh,Madhya_D15,377.2,30.59,61.3,80.0,35.6,66.5,5.78,Oilseeds,2757.3
2020,Jharkhand,Jharkhand_D144,615.0,30.16,,109.9,67.2,40.0,6.0,Maize,4292.4
2020,Madhya Pradesh,Madhya_D119,1076.4,19.91,63.0,62.7,19.4,15.5,5.31,Oilseeds,2919.2
2020,Punjab,Punjab_D79,,31.71,91.2,120.8,68.2,44.2,6.71,Millets,2767.8
2021,Haryana,Haryana_D6,686.5,28.44,78.0,59.8,29.1,57.7,6.77,Rice,3657.3
2023,Andhra Pradesh,Andhra_D102,1038.6,26.08,71.9,124.8,27.7,0.0,6.18,Wheat,5056.6
2024,Kerala,Kerala_D66,675.6,26.69,91.1,49.3,38.8,41.2,6.34,Rice,3707.2
2020,Karnataka,Karnataka_D1,380.8,28.03,71.2,185.4,25.8,0.0,7.07,Jute,3162.0
2021,Kerala,Kerala_D56,400.0,25.98,86.2,77.6,47.8,48.3,6.53,Groundnut,3472.5
2021,Telangana,Telangana_D149,255.2,25.58,55.1,109.0,27.3,68.4,5.42,Cotton,2185.0
2021,Bihar,Bihar_D19,646.8,23.09,60.5,138.3,18.1,50.8,,Wheat,4380.9
2023,West Bengal,West_D12,1322.7,29.04,55.6,76.7,28.9,41.2,6.52,Wheat,4889.5
2024,Karnataka,Karnataka_D109,1844.8,26.35,77.6,95.6,0.0,67.6,6.47,Rice,4194.2
2023,Andhra Pradesh,Andhra_D89,914.5,23.83,46.8,85.7,17.2,32.0,7.15,Jute,3252.6
2022,Odisha,Odisha_D17,1207.3,27.39,74.8,177.1,39.7,,5.72,Maize,4935.5
2021,Andhra Pradesh,Andhra_D139,523.7,27.17,62.6,157.2,55.9,59.4,6.25,Pulses,2859.6
2022,Punjab,Punjab_D16,150.0,29.02,72.0,50.2,,67.7,6.22,Maize,4049.1
2020,Madhya Pradesh,Madhya_D18,1640.6,26.88,69.7,35.1,33.7,0.0,5.36,Cotton,2286.2
2020,Punjab,Punjab_D121,662.0,,78.3,106.0,30.5,51.1,7.13,Wheat,3770.4
2023,Odisha,Odisha_D9,1187.5,25.91,99.0,87.4,24.2,70.9,8.67,Maize,3732.3
2024,Kerala,Kerala_D74,963.4,,99.0,154.1,28.7,43.8,4.99,Jute,3837.4
2022,Chhattisgarh,Chhattisgarh_D105,1297.8,28.11,82.3,100.2,42.1,101.1,6.46,Pulses,3136.8
2024,West Bengal,West_D47,1281.6,28.55,64.9,82.3,14.7,51.0,5.24,Cotton,2436.1
2023,Haryana,Haryana_D35,1011.1,31.85,,39.1,29.0,23.6,7.21,Cotton,2053.0
2020,Odisha,Odisha_D108,1055.1,31.19,64.0,59.8,50.2,38.8,4.95,Wheat,3836.6
2024,Chhattisgarh,Chhattisgarh_D96,1385.0,26.83,59.0,50.2,45.7,98.2,6.15,Wheat,4881.1
2024,Bihar,Bihar_D98,736.1,21.36,40.7,64.8,37.3,90.6,6.66,Sugarcane,83624.1
2020,Chhattisgarh,Chhattisgarh_D115,1522.2,29.74,66.6,64.8,11.0,10.6,7.19,Cotton,2140.0
2022,Uttar Pradesh,Uttar_D97,616.9,29.11,74.1,64.1,50.4,13.4,6.15,Millets,3194.7
2020,Tamil Nadu,Tamil_D97,930.6,27.87,79.2,82.2,0.0,85.4,5.8,Cotton,2432.4
2024,Gujarat,Gujarat_D21,1151.7,30.09,71.7,106.7,16.4,38.1,5.95,Groundnut,3382.9
2022,Odisha,Odisha_D139,248.4,25.53,59.6,125.3,35.9,47.2,5.73,Maize,3891.7
2022,Gujarat,Gujarat_D35,1452.7,20.62,,116.1,46.7,42.8,6.67,Millets,3595.5
2020,Kerala,Kerala_D90,1090.4,23.5,83.9,16.7,20.3,55.0,5.92,Sugarcane,82025.0
2024,Odisha,Odisha_D31,2220.4,15.41,44.4,25.4,39.4,,5.73,Maize,3167.4
2023,Bihar,Bihar_D46,1732.3,28.78,62.4,64.7,9.4,23.4,5.44,Wheat,
2024,Tamil Nadu,Tamil_D138,895.6,26.74,70.4,30.4,,62.9,6.11,Cotton,2422.3
2021,Karnataka,Karnataka_D101,1614.2,30.44,63.8,100.1,51.6,56.4,6.25,Groundnut,3459.2
2023,Madhya Pradesh,Madhya_D136,1238.9,30.01,47.2,79.2,28.8,121.5,5.26,Wheat,4219.6
2022,Punjab,Punjab_D33,992.4,25.04,84.0,86.0,59.9,66.5,5.84,Millets,3716.5
2023,Jharkhand,Jharkhand_D58,236.3,23.7,87.5,138.4,36.9,82.3,,Jute,3364.4
2022,Madhya Pradesh,Madhya_D1,330.6,23.85,55.2,65.0,45.0,34.4,6.49,Millets,2963.1
2022,Odisha,Odisha_D6,,34.66,21.9,30.0,35.3,77.8,6.86,Millets,2376.1
2023,Gujarat,Gujarat_D77,701.9,26.39,99.0,71.5,0.0,85.4,6.95,Maize,4421.1
2022,Gujarat,Gujarat_D119,,25.91,63.8,0.0,,46.8,6.15,Wheat,4402.8
2022,Punjab,Punjab_D140,1448.9,28.17,55.4,73.4,42.0,66.4,6.02,Jute,3847.2
2021,Uttar Pradesh,Uttar_D109,1246.0,20.65,68.3,0.0,32.9,37.0,,Rice,2961.6
2024,Kerala,Kerala_D137,621.5,25.41,74.8,81.9,6.5,0.0,6.0,Sugarcane,74741.1
2024,Karnataka,Karnataka_D98,1270.0,23.57,60.6,130.7,29.2,64.5,7.32,Cotton,2630.0
2021,Uttar Pradesh,Uttar_D59,534.4,22.73,72.0,104.7,23.4,55.8,6.02,Rice,3418.6
2023,Haryana,Haryana_D64,443.1,25.95,68.2,94.5,0.0,81.1,6.55,Rice,3236.0
2020,Madhya Pradesh,Madhya_D118,1052.7,27.19,59.7,103.3,72.3,44.1,7.13,Jute,3471.7
2020,Madhya Pradesh,Madhya_D89,574.2,21.98,,47.3,55.5,49.1,7.51,Jute,3105.5
2020,Andhra Pradesh,Andhra_D40,643.3,25.54,90.0,0.0,,44.9,6.6,Wheat,4478.4
2021,Assam,Assam_D71,1297.6,27.32,78.5,25.2,16.4,0.0,,Sugarcane,77950.0
2021,Gujarat,Gujarat_D49,1163.1,28.81,58.5,107.7,34.6,40.1,6.89,Cotton,2488.5
2022,Madhya Pradesh,Madhya_D29,751.3,25.91,76.1,124.5,,66.3,6.98,Jute,3694.7
2020,Odisha,Odisha_D9,250.0,28.32,57.0,139.9,27.1,43.3,5.43,Maize,3551.4
2023,Madhya Pradesh,Madhya_D108,605.9,,69.4,22.0,,49.2,6.08,Jute,3356.4
2023,Haryana,Haryana_D5,1676.8,32.13,78.9,134.5,16.6,72.2,,Groundnut,3401.2
2020,Bihar,Bihar_D62,1286.6,29.18,77.0,22.8,14.2,44.6,5.59,Groundnut,3459.8
2020,Madhya Pradesh,Madhya_D53,1469.4,24.32,63.9,99.2,,48.8,7.89,Jute,3251.9
2020,Haryana,Haryana_D18,1002.4,25.02,82.2,106.2,19.5,0.0,4.42,Wheat,4151.5
2021,Jharkhand,Jharkhand_D26,759.6,28.57,70.2,49.7,1.0,21.1,5.9,Maize,4366.0
2021,Odisha,Odisha_D9,1262.1,24.9,62.1,116.4,31.4,,6.59,Wheat,4871.7
2021,Bihar,Bihar_D115,1412.7,19.28,95.1,0.0,58.0,59.6,6.76,Millets,3495.7
2024,Madhya Pradesh,Madhya_D13,708.1,28.18,53.1,35.3,8.9,72.6,6.41,Cotton,2186.2
2023,Haryana,Haryana_D63,614.7,25.47,76.0,44.9,20.3,87.1,6.37,Millets,3209.4
2023,Madhya Pradesh,Madhya_D12,291.5,29.72,91.3,109.7,16.3,45.8,5.34,Pulses,2467.0
2022,West Bengal,West_D103,604.6,27.16,,108.3,8.0,15.9,5.64,Jute,3493.9
2021,Uttar Pradesh,Uttar_D113,1167.6,29.58,94.6,89.9,0.0,,6.55,Jute,3621.6
2024,West Bengal,West_D60,661.5,37.08,95.3,89.4,15.5,29.4,6.85,Sugarcane,76283.6
2024,Telangana,Telangana_D139,1272.7,32.13,63.0,137.5,16.7,44.7,6.44,Rice,3697.2
2023,Gujarat,Gujarat_D56,1686.9,25.6,74.3,63.5,50.0,16.0,6.62,Jute,4171.4
2021,Odisha,Odisha_D15,909.9,28.69,59.0,60.1,29.9,14.6,7.71,Jute,2997.8
2022,Bihar,Bihar_D36,893.5,27.47,57.6,73.1,47.7,89.5,,Groundnut,
2021,Telangana,Telangana_D129,1119.4,28.07,53.0,35.5,30.2,63.8,6.51,Sugarcane,79550.4
2020,Telangana,Telangana_D75,670.2,,95.4,108.0,24.0,87.4,6.69,Groundnut,3599.6
2021,Chhattisgarh,Chhattisgarh_D60,641.1,31.22,66.5,24.6,67.1,14.0,6.65,Maize,4276.0
2020,Tamil Nadu,Tamil_D148,653.0,17.78,49.2,72.0,22.2,63.7,6.25,Oilseeds,2782.4
2020,Karnataka,Karnataka_D82,441.8,26.93,85.6,121.0,31.2,93.6,6.95,Oilseeds,2848.5
2022,Jharkhand,Jharkhand_D148,1259.9,19.97,80.1,68.5,19.9,34.8,6.75,Wheat,4963.7
2023,Uttar Pradesh,Uttar_D83,701.4,24.19,75.6,32.9,19.9,23.6,6.59,Pulses,2699.5
2021,Punjab,Punjab_D61,1344.6,27.84,60.1,95.1,52.1,58.6,5.59,Rice,3650.7
2020,Tamil Nadu,Tamil_D78,1111.7,30.47,63.9,112.7,31.3,60.6,6.6,Rice,3598.6
2021,Kerala,Kerala_D37,890.9,31.09,,101.2,10.0,42.8,7.07,Oilseeds,3005.3
2023,Tamil Nadu,Tamil_D134,1223.9,26.23,75.8,103.2,35.0,54.3,6.96,Oilseeds,
2023,Uttar Pradesh,Uttar_D57,522.6,,62.1,48.3,50.7,99.6,5.02,Rice,3130.3
2024,Gujarat,Gujarat_D106,587.8,26.75,81.2,178.6,16.6,,,Sugarcane,77090.6
2023,Madhya Pradesh,Madhya_D77,1185.4,24.15,,126.5,16.6,93.6,6.83,Cotton,2766.1
2022,Karnataka,Karnataka_D71,150.0,28.49,,49.7,17.3,18.5,6.1,Sugarcane,76885.1
2020,Bihar,Bihar_D16,,23.33,71.0,90.0,25.2,0.0,7.11,Jute,3288.6
2024,Tamil Nadu,Tamil_D143,1136.2,26.47,81.0,90.0,39.2,49.5,5.54,Maize,4685.8
2022,Madhya Pradesh,Madhya_D45,1424.4,25.09,78.0,87.3,30.8,75.6,6.44,Cotton,2691.0
2021,Uttar Pradesh,Uttar_D110,1506.2,20.8,59.3,99.6,,11.2,5.84,Oilseeds,3269.7
2020,Odisha,Odisha_D143,,28.32,49.5,80.0,57.6,34.6,,Millets,3313.6
2023,Odisha,Odisha_D127,1208.1,27.58,79.3,106.7,32.9,89.3,6.16,Millets,3936.5
2020,Tamil Nadu,Tamil_D13,578.3,31.6,80.4,119.4,45.6,80.6,6.51,Maize,4386.5
2021,Punjab,Punjab_D89,722.6,19.53,33.5,98.1,19.1,34.7,6.65,Wheat,4155.7
2024,Tamil Nadu,Tamil_D98,1447.1,24.15,77.9,52.2,40.3,55.9,6.76,Jute,3899.4
2024,Andhra Pradesh,Andhra_D135,884.0,31.51,68.8,132.8,36.4,,5.43,Pulses,2608.1
2024,Uttar Pradesh,Uttar_D82,963.9,29.12,76.5,77.7,24.7,55.9,6.22,Sugarcane,78705.7
2023,Andhra Pradesh,Andhra_D107,486.7,29.9,62.8,89.2,36.1,90.8,6.16,Oilseeds,2676.4
2022,Uttar Pradesh,Uttar_D105,1069.0,32.81,91.8,61.3,0.0,24.9,6.48,Jute,3044.8
2022,Jharkhand,Jharkhand_D39,1201.6,23.94,85.5,138.4,39.8,57.5,5.92,Wheat,5281.7
2020,Andhra Pradesh,Andhra_D77,1189.2,23.54,49.2,54.0,3.7,68.2,5.87,Groundnut,3436.7
2023,West Bengal,West_D97,415.5,30.42,55.3,75.1,56.4,4.0,5.73,Millets,3038.8
2024,West Bengal,West_D48,1300.0,29.54,,193.1,26.4,13.2,5.23,Oilseeds,3085.7
2024,Gujarat,Gujarat_D138,500.8,26.5,60.7,0.0,15.2,45.0,6.26,Maize,3909.0
2021,Haryana,Haryana_D122,889.4,26.39,86.2,41.5,45.2,78.1,5.8,Wheat,4917.7
2021,West Bengal,West_D62,252.8,23.12,54.8,128.9,37.9,57.5,7.0,Jute,3160.5
2024,Madhya Pradesh,Madhya_D58,828.2,33.31,86.1,85.3,,28.3,6.1,Jute,3326.0
2024,Karnataka,Karnataka_D77,498.6,35.11,33.6,106.0,0.0,39.2,5.49,Jute,2045.3
2023,Assam,Assam_D37,720.5,31.47,63.9,20.7,49.9,80.5,4.9,Groundnut,2851.4
2022,Assam,Assam_D119,924.0,29.61,90.8,71.5,31.9,58.2,7.14,Jute,3199.0
2021,Kerala,Kerala_D15,1230.9,29.36,69.1,74.6,19.0,52.9,6.69,Sugarcane,77141.7
2022,Andhra Pradesh,Andhra_D144,1217.2,28.32,70.4,80.6,10.7,43.2,6.72,Maize,4692.9
2023,Odisha,Odisha_D106,150.0,19.95,81.7,83.9,55.4,38.6,6.87,Maize,3528.5
2024,Assam,Assam_D107,1171.3,25.1,77.9,0.0,37.5,30.7,6.81,Groundnut,3374.5
2022,Punjab,Punjab_D143,982.5,30.28,68.3,73.8,63.0,75.4,6.29,Millets,3320.1
2024,Haryana,Haryana_D136,,23.61,89.8,147.3,,29.3,5.26,Rice,3700.8
2024,Kerala,Kerala_D35,,,71.9,67.7,34.4,81.8,4.86,Sugarcane,68473.1
2020,Punjab,Punjab_D100,875.0,31.63,78.1,38.5,39.1,13.4,6.01,Rice,3453.4
2022,Gujarat,Gujarat_D63,992.2,31.69,84.2,53.2,0.4,27.2,6.94,Jute,3288.9
2022,Kerala,Kerala_D66,1051.2,30.75,33.6,133.7,44.2,,5.37,Jute,3269.6
2024,Karnataka,Karnataka_D53,821.1,,59.2,0.0,33.4,,5.94,Cotton,2172.5
2023,Chhattisgarh,Chhattisgarh_D85,150.0,30.19,61.2,108.7,29.6,7.0,6.32,Maize,3657.5
2020,Chhattisgarh,Chhattisgarh_D21,701.9,26.03,79.9,96.9,21.2,70.4,5.97,Oilseeds,3233.1
2024,Odisha,Odisha_D116,426.5,33.81,96.1,43.8,,74.8,6.35,Oilseeds,2319.3
2021,Kerala,Kerala_D95,1722.1,20.64,42.0,215.8,19.9,64.3,6.54,Rice,3474.5
2021,Tamil Nadu,Tamil_D24,923.7,27.27,63.8,122.7,8.5,,5.78,Groundnut,3398.7
2020,Telangana,Telangana_D138,1196.4,25.12,86.4,,10.6,19.8,7.09,Rice,3610.4
2023,Haryana,Haryana_D49,1154.1,29.73,43.9,132.8,6.3,76.3,6.23,Millets,3413.3
2024,Jharkhand,Jharkhand_D14,1024.1,25.64,75.7,107.3,49.3,,6.14,Cotton,2771.1
2022,West Bengal,West_D69,733.5,36.67,76.8,97.3,21.6,4.8,6.26,Sugarcane,75905.1
2020,Jharkhand,Jharkhand_D97,682.5,30.66,78.1,89.0,28.2,28.7,6.19,Groundnut,
2023,Gujarat,Gujarat_D11,150.0,23.01,53.1,56.4,57.3,0.0,6.86,Groundnut,2767.5
2022,Haryana,Haryana_D19,956.9,16.34,69.4,,10.7,15.2,6.19,Groundnut,3137.2
2021,Punjab,Punjab_D49,1020.2,,52.0,75.2,7.5,69.8,6.21,Jute,3523.3
2021,Uttar Pradesh,Uttar_D144,880.9,29.25,86.6,132.3,33.3,40.7,7.09,Oilseeds,3054.9
2022,Odisha,Odisha_D56,957.4,25.95,54.0,,19.5,79.7,6.32,Millets,
2020,Odisha,Odisha_D123,417.4,24.71,70.6,123.4,50.4,16.0,6.98,Rice,3260.5
2021,Kerala,Kerala_D54,782.4,24.11,99.0,61.2,27.0,2.9,7.28,Sugarcane,
